Date,Country,Confirmed,Recovered,Deaths
2020-04-08,Afghanistan,444,29,14
2020-04-08,Albania,400,154,22
2020-04-08,Algeria,1572,237,205
2020-04-08,Andorra,564,52,23
2020-04-08,Angola,19,2,2
2020-04-08,Antigua and Barbuda,19,0,2
2020-04-08,Argentina,1715,358,63
2020-04-08,Armenia,881,114,9
2020-04-08,Australia,6010,1080,50
2020-04-08,Austria,12942,4512,273
2020-04-08,Azerbaijan,822,63,8
2020-04-08,Bahamas,40,5,7
2020-04-08,Bahrain,823,477,5
2020-04-08,Bangladesh,218,33,20
2020-04-08,Barbados,63,8,3
2020-04-08,Belarus,1066,77,13
2020-04-08,Belgium,23403,4681,2240
2020-04-08,Belize,8,0,1
2020-04-08,Benin,26,5,1
2020-04-08,Bhutan,5,2,0
2020-04-08,Bolivia,210,2,15
2020-04-08,Bosnia and Herzegovina,804,79,34
2020-04-08,Botswana,6,0,1
2020-04-08,Brazil,16170,127,819
2020-04-08,Brunei,135,91,1
2020-04-08,Bulgaria,593,42,24
2020-04-08,Burkina Faso,414,134,23
2020-04-08,Burma,22,0,3
2020-04-08,Burundi,3,0,0
2020-04-08,Cabo Verde,7,1,1
2020-04-08,Cambodia,117,63,0
2020-04-08,Cameroon,730,60,10
2020-04-08,Canada,19141,4154,407
2020-04-08,Central African Republic,8,0,0
2020-04-08,Chad,10,2,0
2020-04-08,Chile,5546,1115,48
2020-04-08,China,82809,77567,3337
2020-04-08,Colombia,2054,123,54
2020-04-08,Congo (Brazzaville),45,2,5
2020-04-08,Congo (Kinshasa),180,9,18
2020-04-08,Costa Rica,502,29,3
2020-04-08,Cote d'Ivoire,384,48,3
2020-04-08,Croatia,1343,179,19
2020-04-08,Cuba,457,27,12
2020-04-08,Cyprus,526,52,9
2020-04-08,Czechia,5312,233,99
2020-04-08,Denmark,5597,1763,218
2020-04-08,Diamond Princess,712,619,11
2020-04-08,Djibouti,135,25,0
2020-04-08,Dominica,15,1,0
2020-04-08,Dominican Republic,2111,50,108
2020-04-08,Ecuador,4450,140,242
2020-04-08,Egypt,1560,305,103
2020-04-08,El Salvador,93,9,5
2020-04-08,Equatorial Guinea,18,3,0
2020-04-08,Eritrea,33,0,0
2020-04-08,Estonia,1185,72,24
2020-04-08,Eswatini,12,7,0
2020-04-08,Ethiopia,55,4,2
2020-04-08,Fiji,15,0,0
2020-04-08,Finland,2487,300,40
2020-04-08,France,113959,21452,10887
2020-04-08,Gabon,34,1,1
2020-04-08,Gambia,4,2,1
2020-04-08,Georgia,211,50,3
2020-04-08,Germany,113296,46300,2349
2020-04-08,Ghana,313,34,6
2020-04-08,Greece,1884,269,83
2020-04-08,Grenada,12,0,0
2020-04-08,Guatemala,87,17,3
2020-04-08,Guinea,164,5,0
2020-04-08,Guinea-Bissau,33,0,0
2020-04-08,Guyana,37,8,6
2020-04-08,Haiti,27,0,1
2020-04-08,Holy See,8,2,0
2020-04-08,Honduras,312,6,22
2020-04-08,Hungary,895,94,58
2020-04-08,Iceland,1616,633,6
2020-04-08,India,5916,506,178
2020-04-08,Indonesia,2956,222,240
2020-04-08,Iran,64586,29812,3993
2020-04-08,Iraq,1202,452,69
2020-04-08,Ireland,6074,25,235
2020-04-08,Israel,9404,801,73
2020-04-08,Italy,139422,26491,17669
2020-04-08,Jamaica,63,10,4
2020-04-08,Japan,4257,622,93
2020-04-08,Jordan,358,150,6
2020-04-08,Kazakhstan,727,54,7
2020-04-08,Kenya,179,9,6
2020-04-08,"Korea, South",10384,6776,200
2020-04-08,Kosovo,184,30,5
2020-04-08,Kuwait,855,111,1
2020-04-08,Kyrgyzstan,270,33,4
2020-04-08,Laos,15,0,0
2020-04-08,Latvia,577,16,2
2020-04-08,Lebanon,576,62,19
2020-04-08,Liberia,31,3,4
2020-04-08,Libya,21,8,1
2020-04-08,Liechtenstein,78,55,1
2020-04-08,Lithuania,912,8,15
2020-04-08,Luxembourg,3034,500,46
2020-04-08,MS Zaandam,9,0,2
2020-04-08,Madagascar,93,11,0
2020-04-08,Malawi,8,0,1
2020-04-08,Malaysia,4119,1487,65
2020-04-08,Maldives,19,13,0
2020-04-08,Mali,59,16,7
2020-04-08,Malta,299,16,1
2020-04-08,Mauritania,6,2,1
2020-04-08,Mauritius,273,19,7
2020-04-08,Mexico,2785,633,141
2020-04-08,Moldova,1174,40,27
2020-04-08,Monaco,81,4,1
2020-04-08,Mongolia,16,4,0
2020-04-08,Montenegro,248,4,2
2020-04-08,Morocco,1275,97,93
2020-04-08,Mozambique,17,1,0
2020-04-08,Namibia,16,3,0
2020-04-08,Nepal,9,1,0
2020-04-08,Netherlands,20682,272,2255
2020-04-08,New Zealand,1210,282,1
2020-04-08,Nicaragua,6,0,1
2020-04-08,Niger,342,28,11
2020-04-08,Nigeria,276,44,6
2020-04-08,North Macedonia,617,35,29
2020-04-08,Norway,6086,32,101
2020-04-08,Oman,419,72,2
2020-04-08,Pakistan,4263,467,61
2020-04-08,Panama,2249,16,59
2020-04-08,Papua New Guinea,2,0,0
2020-04-08,Paraguay,119,15,5
2020-04-08,Peru,4342,1333,121
2020-04-08,Philippines,3870,96,182
2020-04-08,Poland,5205,222,159
2020-04-08,Portugal,13141,196,380
2020-04-08,Qatar,2210,178,6
2020-04-08,Romania,4761,528,220
2020-04-08,Russia,8672,580,63
2020-04-08,Rwanda,110,7,0
2020-04-08,Saint Kitts and Nevis,11,0,0
2020-04-08,Saint Lucia,14,1,0
2020-04-08,Saint Vincent and the Grenadines,8,1,0
2020-04-08,San Marino,279,40,34
2020-04-08,Sao Tome and Principe,4,0,0
2020-04-08,Saudi Arabia,2932,631,41
2020-04-08,Senegal,244,113,2
2020-04-08,Serbia,2666,0,65
2020-04-08,Seychelles,11,0,0
2020-04-08,Sierra Leone,7,0,0
2020-04-08,Singapore,1623,406,6
2020-04-08,Slovakia,682,16,2
2020-04-08,Slovenia,1091,120,40
2020-04-08,Somalia,12,1,1
2020-04-08,South Africa,1845,95,18
2020-04-08,South Sudan,2,0,0
2020-04-08,Spain,148220,48021,14792
2020-04-08,Sri Lanka,189,44,7
2020-04-08,Sudan,14,2,2
2020-04-08,Suriname,10,3,1
2020-04-08,Sweden,8419,205,687
2020-04-08,Switzerland,23280,9800,895
2020-04-08,Syria,19,4,2
2020-04-08,Taiwan*,379,61,5
2020-04-08,Tanzania,25,5,1
2020-04-08,Thailand,2369,888,30
2020-04-08,Timor-Leste,1,0,0
2020-04-08,Togo,70,23,3
2020-04-08,Trinidad and Tobago,107,1,8
2020-04-08,Tunisia,628,25,24
2020-04-08,Turkey,38226,1846,812
2020-04-08,US,429052,23559,14695
2020-04-08,Uganda,53,0,0
2020-04-08,Ukraine,1668,35,52
2020-04-08,United Arab Emirates,2659,239,12
2020-04-08,United Kingdom,61474,345,7111
2020-04-08,Uruguay,424,150,7
2020-04-08,Uzbekistan,545,30,3
2020-04-08,Venezuela,167,65,9
2020-04-08,Vietnam,251,126,0
2020-04-08,West Bank and Gaza,263,44,1
2020-04-08,Western Sahara,4,0,0
2020-04-08,Yemen,0,0,0
2020-04-08,Zambia,39,7,1
2020-04-08,Zimbabwe,11,0,3
2020-04-09,Afghanistan,484,32,15
2020-04-09,Albania,409,165,23
2020-04-09,Algeria,1666,347,235
2020-04-09,Andorra,583,58,25
2020-04-09,Angola,19,2,2
2020-04-09,Antigua and Barbuda,19,0,2
2020-04-09,Argentina,1795,365,72
2020-04-09,Armenia,921,138,10
2020-04-09,Australia,6108,1472,51
2020-04-09,Austria,13244,5240,295
2020-04-09,Azerbaijan,926,101,9
2020-04-09,Bahamas,41,5,8
2020-04-09,Bahrain,887,519,5
2020-04-09,Bangladesh,330,33,21
2020-04-09,Barbados,66,11,3
2020-04-09,Belarus,1486,139,16
2020-04-09,Belgium,24983,5164,2523
2020-04-09,Belize,9,0,1
2020-04-09,Benin,26,5,1
2020-04-09,Bhutan,5,2,0
2020-04-09,Bolivia,264,2,18
2020-04-09,Bosnia and Herzegovina,858,101,35
2020-04-09,Botswana,13,0,1
2020-04-09,Brazil,18092,173,950
2020-04-09,Brunei,135,92,1
2020-04-09,Bulgaria,618,48,24
2020-04-09,Burkina Faso,443,146,24
2020-04-09,Burma,23,2,3
2020-04-09,Burundi,3,0,0
2020-04-09,Cabo Verde,7,1,1
2020-04-09,Cambodia,119,62,0
2020-04-09,Cameroon,730,60,10
2020-04-09,Canada,20654,5162,503
2020-04-09,Central African Republic,8,0,0
2020-04-09,Chad,11,2,0
2020-04-09,Chile,5972,1274,57
2020-04-09,China,82883,77679,3339
2020-04-09,Colombia,2223,174,69
2020-04-09,Congo (Brazzaville),60,5,5
2020-04-09,Congo (Kinshasa),180,9,18
2020-04-09,Costa Rica,539,30,3
2020-04-09,Cote d'Ivoire,444,52,3
2020-04-09,Croatia,1407,219,20
2020-04-09,Cuba,515,28,15
2020-04-09,Cyprus,564,53,10
2020-04-09,Czechia,5569,301,112
2020-04-09,Denmark,5830,1883,237
2020-04-09,Diamond Princess,712,619,11
2020-04-09,Djibouti,135,25,0
2020-04-09,Dominica,15,1,0
2020-04-09,Dominican Republic,2349,80,118
2020-04-09,Ecuador,4965,339,272
2020-04-09,Egypt,1699,348,118
2020-04-09,El Salvador,103,14,6
2020-04-09,Equatorial Guinea,18,3,0
2020-04-09,Eritrea,33,0,0
2020-04-09,Estonia,1207,83,24
2020-04-09,Eswatini,12,7,0
2020-04-09,Ethiopia,56,4,2
2020-04-09,Fiji,15,0,0
2020-04-09,Finland,2605,300,42
2020-04-09,France,118781,23413,12228
2020-04-09,Gabon,44,1,1
2020-04-09,Gambia,4,2,1
2020-04-09,Georgia,218,51,3
2020-04-09,Germany,118181,52407,2607
2020-04-09,Ghana,378,3,6
2020-04-09,Greece,1955,269,87
2020-04-09,Grenada,12,0,0
2020-04-09,Guatemala,95,17,3
2020-04-09,Guinea,194,11,0
2020-04-09,Guinea-Bissau,36,0,0
2020-04-09,Guyana,37,8,6
2020-04-09,Haiti,30,0,2
2020-04-09,Holy See,8,2,0
2020-04-09,Honduras,343,6,23
2020-04-09,Hungary,980,96,66
2020-04-09,Iceland,1648,688,6
2020-04-09,India,6725,620,226
2020-04-09,Indonesia,3293,252,280
2020-04-09,Iran,66220,32309,4110
2020-04-09,Iraq,1232,496,69
2020-04-09,Ireland,6574,25,263
2020-04-09,Israel,9968,1011,86
2020-04-09,Italy,143626,28470,18279
2020-04-09,Jamaica,63,12,4
2020-04-09,Japan,4667,632,94
2020-04-09,Jordan,372,161,7
2020-04-09,Kazakhstan,781,60,8
2020-04-09,Kenya,184,12,7
2020-04-09,"Korea, South",10423,6973,204
2020-04-09,Kosovo,184,30,5
2020-04-09,Kuwait,910,111,1
2020-04-09,Kyrgyzstan,280,35,4
2020-04-09,Laos,16,0,0
2020-04-09,Latvia,589,16,3
2020-04-09,Lebanon,582,67,19
2020-04-09,Liberia,31,3,4
2020-04-09,Libya,24,8,1
2020-04-09,Liechtenstein,78,55,1
2020-04-09,Lithuania,955,8,16
2020-04-09,Luxembourg,3115,500,52
2020-04-09,MS Zaandam,9,0,2
2020-04-09,Madagascar,93,11,0
2020-04-09,Malawi,8,0,1
2020-04-09,Malaysia,4228,1608,67
2020-04-09,Maldives,19,13,0
2020-04-09,Mali,74,22,7
2020-04-09,Malta,337,16,2
2020-04-09,Mauritania,7,2,1
2020-04-09,Mauritius,314,23,7
2020-04-09,Mexico,3181,633,174
2020-04-09,Moldova,1289,50,29
2020-04-09,Monaco,84,5,1
2020-04-09,Mongolia,16,4,0
2020-04-09,Montenegro,252,4,2
2020-04-09,Morocco,1374,109,97
2020-04-09,Mozambique,17,1,0
2020-04-09,Namibia,16,3,0
2020-04-09,Nepal,9,1,0
2020-04-09,Netherlands,21903,278,2403
2020-04-09,New Zealand,1239,317,1
2020-04-09,Nicaragua,7,0,1
2020-04-09,Niger,410,40,11
2020-04-09,Nigeria,288,51,7
2020-04-09,North Macedonia,663,37,30
2020-04-09,Norway,6211,32,108
2020-04-09,Oman,457,109,3
2020-04-09,Pakistan,4489,572,65
2020-04-09,Panama,2528,16,63
2020-04-09,Papua New Guinea,2,0,0
2020-04-09,Paraguay,124,18,5
2020-04-09,Peru,5256,1438,138
2020-04-09,Philippines,4076,124,203
2020-04-09,Poland,5575,284,174
2020-04-09,Portugal,13956,205,409
2020-04-09,Qatar,2376,206,6
2020-04-09,Romania,5202,647,248
2020-04-09,Russia,10131,698,76
2020-04-09,Rwanda,110,7,0
2020-04-09,Saint Kitts and Nevis,11,0,0
2020-04-09,Saint Lucia,14,1,0
2020-04-09,Saint Vincent and the Grenadines,12,1,0
2020-04-09,San Marino,333,49,34
2020-04-09,Sao Tome and Principe,4,0,0
2020-04-09,Saudi Arabia,3287,666,44
2020-04-09,Senegal,250,123,2
2020-04-09,Serbia,2867,0,66
2020-04-09,Seychelles,11,0,0
2020-04-09,Sierra Leone,7,0,0
2020-04-09,Singapore,1910,460,6
2020-04-09,Slovakia,701,23,2
2020-04-09,Slovenia,1124,128,43
2020-04-09,Somalia,12,1,1
2020-04-09,South Africa,1934,95,18
2020-04-09,South Sudan,3,0,0
2020-04-09,Spain,153222,52165,15447
2020-04-09,Sri Lanka,190,49,7
2020-04-09,Sudan,15,2,2
2020-04-09,Suriname,10,4,1
2020-04-09,Sweden,9141,205,793
2020-04-09,Switzerland,24051,10600,948
2020-04-09,Syria,19,4,2
2020-04-09,Taiwan*,380,67,5
2020-04-09,Tanzania,25,5,1
2020-04-09,Thailand,2423,940,32
2020-04-09,Timor-Leste,1,0,0
2020-04-09,Togo,73,24,3
2020-04-09,Trinidad and Tobago,109,1,8
2020-04-09,Tunisia,643,25,25
2020-04-09,Turkey,42282,2142,908
2020-04-09,US,461437,25410,16478
2020-04-09,Uganda,53,0,0
2020-04-09,Ukraine,1892,45,57
2020-04-09,United Arab Emirates,2990,268,14
2020-04-09,United Kingdom,65872,359,7993
2020-04-09,Uruguay,456,192,7
2020-04-09,Uzbekistan,582,38,3
2020-04-09,Venezuela,171,84,9
2020-04-09,Vietnam,255,128,0
2020-04-09,West Bank and Gaza,263,44,1
2020-04-09,Western Sahara,4,0,0
2020-04-09,Yemen,0,0,0
2020-04-09,Zambia,39,24,1
2020-04-09,Zimbabwe,11,0,3
